GKGRECORDID,DATE,SourceCollectionIdentifier,SourceCommonName,DocumentIdentifier,Themes,V2Themes,Locations,V2Locations,Persons,V2Persons,Organizations,V2Organizations,V2Tone,Dates,AllNames
20180101234500-T16,20180101234500.0,1.0,franceguyane.fr,http://www.franceguyane.fr/actualite/france/nouvel-an-deux-policiers-agresses-dans-le-val-de-marne-et-des-vehicules-incendies-382895.php,SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_FNCACT_OFFICERS;MANMADE_DISASTER_IMPLIED;DISASTER_FIRE;VIOLENT_UNREST;TAX_FNCACT_POLICEMEN;EPU_CATS_MIGRATION_FEAR_FEAR;CRISISLEX_CRISISLEXREC;ARREST;TAX_FNCACT_DIRECTOR;UNGP_FORESTS_RIVERS_OCEANS;AFFECT;EVACUATION;CRISISLEX_T09_DISPLACEDRELOCATEDEVACUATED;TAX_FNCACT_CAPTAIN;TAX_FNCACT_WOMAN;SOC_GENERALCRIME;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;GENERAL_GOVERNMENT;TAX_FNCACT_CRIMINAL;TAX_FNCACT_AGENTS;TAX_FNCACT_MINISTER;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_POLICE_STATION;WOUND;CRISISLEX_C03_WELLBEING_HEALTH;CRISISLEX_T02_INJURED;ALLIANCE;TAX_FNCACT_CHAIRMAN;MARITIME_PIRACY;EPU_POLICY;EPU_POLICY_REFORM;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;TERROR;ARMEDCONFLICT;UNREST_BELLIGERENT;URBAN;WB_2451_REBELS_GUERRILLAS_AND_INSURGENTS;WB_2445_NON_STATE_SECURITY_ACTORS;TAX_WEAPONS;TAX_WEAPONS_MOLOTOV_COCKTAILS;UNREST_MOLOTOVCOCKTAIL;TAX_FNCACT_VICTIMS;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE;,"SOC_POINTSOFINTEREST_POLICE_STATION,2549;TAX_FNCACT_WOMAN,1612;WB_2451_REBELS_GUERRILLAS_AND_INSURGENTS,3659;WB_2445_NON_STATE_SECURITY_ACTORS,3659;MARITIME_PIRACY,3421;VIOLENT_UNREST,84;VIOLENT_UNREST,197;VIOLENT_UNREST,545;VIOLENT_UNREST,2881;WOUND,3163;WOUND,3887;WOUND,4265;CRISISLEX_C03_WELLBEING_HEALTH,3163;CRISISLEX_C03_WELLBEING_HEALTH,3887;CRISISLEX_C03_WELLBEING_HEALTH,4265;CRISISLEX_T02_INJURED,3163;CRISISLEX_T02_INJURED,3887;CRISISLEX_T02_INJURED,4265;SOC_GENERALCRIME,2153;SOC_GENERALCRIME,2899;SOC_GENERALCRIME,3022;TAX_FNCACT_AGENTS,2420;DISASTER_FIRE,84;DISASTER_FIRE,197;DISASTER_FIRE,545;DISASTER_FIRE,2881;TAX_FNCACT_CAPTAIN,1251;CRISISLEX_CRISISLEXREC,395;CRISISLEX_CRISISLEXREC,2166;CRISISLEX_CRISISLEXREC,2598;CRISISLEX_CRISISLEXREC,3846;TAX_FNCACT_OFFICERS,33;TAX_FNCACT_OFFICERS,146;TAX_FNCACT_OFFICERS,416;TAX_FNCACT_OFFICERS,1130;TAX_FNCACT_OFFICERS,1220;TAX_FNCACT_OFFICERS,1733;TAX_FNCACT_OFFICERS,2340;TAX_FNCACT_OFFICERS,3367;TAX_FNCACT_OFFICERS,3867;TAX_FNCACT_OFFICERS,4247;LEADER,2207;TAX_FNCACT_PRESIDENT,2207;USPEC_POLITICS_GENERAL1,2207;ALLIANCE,3247;SECURITY_SERVICES,24;SECURITY_SERVICES,137;SECURITY_SERVICES,407;SECURITY_SERVICES,629;SECURITY_SERVICES,1054;SECURITY_SERVICES,1121;SECURITY_SERVICES,1211;SECURITY_SERVICES,1724;SECURITY_SERVICES,1772;SECURITY_SERVICES,1825;SECURITY_SERVICES,2331;SECURITY_SERVICES,2390;SECURITY_SERVICES,2541;SECURITY_SERVICES,3232;SECURITY_SERVICES,3358;SECURITY_SERVICES,3858;SECURITY_SERVICES,4041;SECURITY_SERVICES,4238;TAX_FNCACT_POLICE,24;TAX_FNCACT_POLICE,137;TAX_FNCACT_POLICE,407;TAX_FNCACT_POLICE,629;TAX_FNCACT_POLICE,1054;TAX_FNCACT_POLICE,1121;TAX_FNCACT_POLICE,1211;TAX_FNCACT_POLICE,1724;TAX_FNCACT_POLICE,1772;TAX_FNCACT_POLICE,1825;TAX_FNCACT_POLICE,2331;TAX_FNCACT_POLICE,2390;TAX_FNCACT_POLICE,2541;TAX_FNCACT_POLICE,3232;TAX_FNCACT_POLICE,3358;TAX_FNCACT_POLICE,3858;TAX_FNCACT_POLICE,4041;TAX_FNCACT_POLICE,4238;CRISISLEX_C07_SAFETY,24;CRISISLEX_C07_SAFETY,137;CRISISLEX_C07_SAFETY,407;CRISISLEX_C07_SAFETY,629;CRISISLEX_C07_SAFETY,1054;CRISISLEX_C07_SAFETY,1121;CRISISLEX_C07_SAFETY,1211;CRISISLEX_C07_SAFETY,1724;CRISISLEX_C07_SAFETY,1772;CRISISLEX_C07_SAFETY,1825;CRISISLEX_C07_SAFETY,2331;CRISISLEX_C07_SAFETY,2390;CRISISLEX_C07_SAFETY,2541;CRISISLEX_C07_SAFETY,3232;CRISISLEX_C07_SAFETY,3358;CRISISLEX_C07_SAFETY,3858;CRISISLEX_C07_SAFETY,4041;CRISISLEX_C07_SAFETY,4238;TAX_FNCACT_POLICEMEN,209;TAX_FNCACT_POLICEMEN,3134;EPU_POLICY_REFORM,3455;AFFECT,1040;EVACUATION,1040;CRISISLEX_T09_DISPLACEDRELOCATEDEVACUATED,1040;TAX_FNCACT_DIRECTOR,854;EPU_CATS_MIGRATION_FEAR_FEAR,388;EPU_CATS_MIGRATION_FEAR_FEAR,3839;MANMADE_DISASTER_IMPLIED,72;MANMADE_DISASTER_IMPLIED,185;MANMADE_DISASTER_IMPLIED,533;MANMADE_DISASTER_IMPLIED,1932;MANMADE_DISASTER_IMPLIED,1945;MANMADE_DISASTER_IMPLIED,2869;MANMADE_DISASTER_IMPLIED,2940;TAX_FNCACT_MINISTER,2505;TAX_FNCACT_MINISTER,2720;TAX_FNCACT_MINISTER,3707;URBAN,3649;TAX_FNCACT_CHAIRMAN,3382;TAX_FNCACT_VICTIMS,4353;CRISISLEX_T08_MISSINGFOUNDTRAPPEDPEOPLE,4353;TAX_FNCACT_CRIMINAL,2324;TAX_FNCACT_CRIMINAL,4209;TERROR,3599;ARMEDCONFLICT,3599;UNGP_FORESTS_RIVERS_OCEANS,1021;TAX_WEAPONS_MOLOTOV_COCKTAILS,3912;UNREST_MOLOTOVCOCKTAIL,3912;ARREST,555;GENERAL_GOVERNMENT,2223;WB_2433_CONFLICT_AND_VIOLENCE,3516;WB_2433_CONFLICT_AND_VIOLENCE,3718;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,3516;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,3718;UNGP_CRIME_VIOLENCE,3516;UNGP_CRIME_VIOLENCE,3718;UNREST_BELLIGERENT,3606;","1#United States#US#US#39.828175#-98.5795#US;4#Champigny-Sur-Marne, France (General), France#FR#FR00#48.8164#2.49366#-1418241;1#France#FR#FR#46#2#FR;4#Essonne, France (General), France#FR#FR00#48.614#2.48172#-1425763","4#Champigny-Sur-Marne, France (General), France#FR#FR00#16284#48.8164#2.49366#-1418241#453;4#Champigny-Sur-Marne, France (General), France#FR#FR00#16284#48.8164#2.49366#-1418241#608;4#Champigny-Sur-Marne, France (General), France#FR#FR00#16284#48.8164#2.49366#-1418241#2572;4#Essonne, France (General), France#FR#FR00#16281#48.614#2.48172#-1425763#3936;1#France#FR#FR##46#2#FR#461;1#France#FR#FR##46#2#FR#565;1#France#FR#FR##46#2#FR#616;1#France#FR#FR##46#2#FR#2580;1#France#FR#FR##46#2#FR#3944;1#United States#US#US##39.828175#-98.5795#US#4447",denis charlet,"Denis Charlet,329",united states,"United States,4447","-7.55968169761273,1.3262599469496,8.88594164456233,10.2122015915119,25.0663129973475,0.663129973474801,684",1#0#0#2014#3381,"Beaten Denis Charlet,345;Has Champigny-sur-Marne,623;Republic Emmanuel,2275;United States,4542"
20180101234500-T17,20180101234500.0,1.0,lessentiel.lu,http://www.lessentiel.lu/fr/news/monde/story/25613093,CRISISLEX_CRISISLEXREC;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;TAX_ETHNICITY;TAX_ETHNICITY_IRANIAN;SECURITY_SERVICES;TAX_FNCACT;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_FNCACT_OFFICER;TAX_FNCACT_POLICE_OFFICER;KILL;TAX_FNCACT_OFFICIAL;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;TAX_FNCACT_POLICEMAN;CRISISLEX_T03_DEAD;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;PROTEST;MOVEMENT_GENERAL;TAX_FNCACT_DEMONSTRATORS;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;WOUND;CRISISLEX_T02_INJURED;ARMEDCONFLICT;MEDIA_MSM;ACT_FORCEPOSTURE;ARREST;SOC_GENERALCRIME;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_ETHNICITY_AMERICAN;,"GENERAL_GOVERNMENT,321;GENERAL_GOVERNMENT,690;EPU_POLICY_GOVERNMENT,321;EPU_POLICY_GOVERNMENT,690;TAX_FNCACT_DEMONSTRATORS,457;WB_678_DIGITAL_GOVERNMENT,216;WB_678_DIGITAL_GOVERNMENT,1112;WB_678_DIGITAL_GOVERNMENT,1237;WB_694_BROADCAST_AND_MEDIA,216;WB_694_BROADCAST_AND_MEDIA,1112;WB_694_BROADCAST_AND_MEDIA,1237;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,216;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,1112;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,1237;TAX_FNCACT_POLICEMAN,240;PROTEST,356;PROTEST,658;CRISISLEX_CRISISLEXREC,12;CRISISLEX_CRISISLEXREC,50;EPU_ECONOMY,705;EPU_ECONOMY_HISTORIC,705;ARMEDCONFLICT,792;TAX_ETHNICITY_AMERICAN,1527;ARREST,1212;SOC_GENERALCRIME,1212;KILL,191;ACT_FORCEPOSTURE,1052;WOUND,781;CRISISLEX_T02_INJURED,781;TAX_FNCACT_POLICE_OFFICER,174;TAX_FNCACT_POLICE_OFFICER,746;MEDIA_MSM,898;MOVEMENT_GENERAL,365;MOVEMENT_GENERAL,667;TAX_ETHNICITY_IRANIAN,148;TAX_ETHNICITY_IRANIAN,274;TAX_ETHNICITY_IRANIAN,731;TAX_ETHNICITY_IRANIAN,1352;TAX_ETHNICITY_IRANIAN,1485;LEADER,1261;LEADER,1537;TAX_FNCACT_PRESIDENT,1261;TAX_FNCACT_PRESIDENT,1537;USPEC_POLITICS_GENERAL1,1261;USPEC_POLITICS_GENERAL1,1537;CRISISLEX_T03_DEAD,251;CRISISLEX_T03_DEAD,471;CRISISLEX_T03_DEAD,757;SECURITY_SERVICES,166;SECURITY_SERVICES,738;SECURITY_SERVICES,1043;TAX_FNCACT_POLICE,166;TAX_FNCACT_POLICE,738;TAX_FNCACT_POLICE,1043;CRISISLEX_C07_SAFETY,166;CRISISLEX_C07_SAFETY,738;CRISISLEX_C07_SAFETY,1043;TAX_FNCACT_OFFICER,174;TAX_FNCACT_OFFICER,746;TAX_FNCACT_OFFICIAL,210;WB_2433_CONFLICT_AND_VIOLENCE,28;WB_2433_CONFLICT_AND_VIOLENCE,66;WB_2433_CONFLICT_AND_VIOLENCE,291;WB_2433_CONFLICT_AND_VIOLENCE,487;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,28;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,66;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,291;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,487;UNGP_CRIME_VIOLENCE,28;UNGP_CRIME_VIOLENCE,66;UNGP_CRIME_VIOLENCE,291;UNGP_CRIME_VIOLENCE,487;","4#Najafabad, Esfahan, Iran#IR#IR28#31.6424#51.4128#223938;1#United States#US#US#39.828175#-98.5795#US;1#Iran#IR#IR#32#53#IR","1#Iran#IR#IR##32#53#IR#36;1#Iran#IR#IR##32#53#IR#74;1#Iran#IR#IR##32#53#IR#338;1#Iran#IR#IR##32#53#IR#823;1#Iran#IR#IR##32#53#IR#1245;1#American#US#US##39.828175#-98.5795#US#1527;1#Iranian#IR#IR##32#53#IR#148;1#Iranian#IR#IR##32#53#IR#274;1#Iranian#IR#IR##32#53#IR#731;1#Iranian#IR#IR##32#53#IR#1352;1#Iranian#IR#IR##32#53#IR#1485;4#Najafabad, Esfahan, Iran#IR#IR28#41107#31.6424#51.4128#223938#817",hasan rohani,"Hasan Rohani,1274",a police,"A Police,166","-8.79120879120879,0.366300366300366,9.15750915750916,9.52380952380952,18.3150183150183,0,262",1#0#0#2009#419,"One New,9;President Hasan Rohani,1305"
20180101234500-T24,20180101234500.0,1.0,maville.com,https://draguignan.maville.com/actu/actudet_-iran.-un-policier-tue-la-tension-monte-dans-le-pays_fil-3351673_actu.Htm,TAX_FNCACT;TAX_FNCACT_POLICEMAN;KILL;GENERAL_GOVERNMENT;AFFECT;CRISISLEX_T03_DEAD;PROTEST;MOVEMENT_GENERAL;TAX_FNCACT_DEMONSTRATORS;WB_2433_CONFLICT_AND_VIOLENCE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;UNGP_CRIME_VIOLENCE;LEADER;TAX_FNCACT_PRESIDENT;USPEC_POLITICS_GENERAL1;TAX_ETHNICITY;TAX_ETHNICITY_IRANIAN;TAX_ETHNICITY_AMERICAN;EPU_POLICY;EPU_POLICY_GOVERNMENT;EPU_ECONOMY;EPU_ECONOMY_HISTORIC;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;TAX_FNCACT_OFFICER;TAX_FNCACT_POLICE_OFFICER;CRISISLEX_CRISISLEXREC;WOUND;CRISISLEX_T02_INJURED;ARMEDCONFLICT;MEDIA_MSM;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;MANMADE_DISASTER_IMPLIED;DISASTER_FIRE;CRISISLEX_T01_CAUTION_ADVICE;MANMADE_DISASTER;MANMADE_DISASTER_FIRE_TRUCK;TAX_FNCACT_PREFECT;ACT_FORCEPOSTURE;ARREST;SOC_GENERALCRIME;RELIGION;TAX_RELIGION;TAX_RELIGION_ISLAMIC;WB_2448_MILITIA;WB_2445_NON_STATE_SECURITY_ACTORS;TAX_FNCACT_AUTHORITIES;EPU_POLICY_AUTHORITIES;BLOCKADE;SEIGE;UNGP_FORESTS_RIVERS_OCEANS;ELECTION;UNREST_CRACKDOWN;TAX_FNCACT_OFFICIAL;UNEMPLOYMENT;WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE;WB_2670_JOBS;WB_2689_JOBS_DIAGNOSTICS;WB_2747_UNEMPLOYMENT;UNGP_JOB_OPPORTUNITIES_EMPLOYMENT;USPEC_POLICY1;GENERAL_HEALTH;TAX_FNCACT_UNEMPLOYED;TAX_FNCACT_HOUSEWIFE;SANCTIONS;TAX_ETHNICITY_IRANIANS;EPU_UNCERTAINTY;TAX_FNCACT_CHILDREN;TAX_FNCACT_FOUNDER;TAX_ECON_PRICE;TAX_ETHNICITY_RUSSIAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_RUSSIAN;,"KILL,209;TAX_FNCACT_POLICEMAN,19;TAX_FNCACT_POLICEMAN,112;TAX_FNCACT_POLICEMAN,331;TAX_ECON_PRICE,4461;DISASTER_FIRE,1466;CRISISLEX_T01_CAUTION_ADVICE,1466;ARREST,1832;ARREST,2153;ARREST,2265;SOC_GENERALCRIME,1832;SOC_GENERALCRIME,2153;SOC_GENERALCRIME,2265;TAX_ETHNICITY_AMERICAN,924;TAX_FNCACT_HOUSEWIFE,3484;TAX_RELIGION_ISLAMIC,2099;TAX_RELIGION_ISLAMIC,2321;TAX_FNCACT_PREFECT,1507;GENERAL_GOVERNMENT,254;GENERAL_GOVERNMENT,889;GENERAL_GOVERNMENT,2121;TAX_FNCACT_FOUNDER,4288;CRISISLEX_T03_DEAD,342;CRISISLEX_T03_DEAD,469;CRISISLEX_T03_DEAD,1126;CRISISLEX_T03_DEAD,1277;CRISISLEX_T03_DEAD,2757;CRISISLEX_T03_DEAD,2840;LEADER,658;LEADER,934;LEADER,4976;TAX_FNCACT_PRESIDENT,658;TAX_FNCACT_PRESIDENT,934;TAX_FNCACT_PRESIDENT,4976;USPEC_POLITICS_GENERAL1,658;USPEC_POLITICS_GENERAL1,934;USPEC_POLITICS_GENERAL1,4976;EPU_UNCERTAINTY,4212;GENERAL_HEALTH,3219;SECURITY_SERVICES,1107;SECURITY_SERVICES,1652;SECURITY_SERVICES,2054;TAX_FNCACT_POLICE,1107;TAX_FNCACT_POLICE,1652;TAX_FNCACT_POLICE,2054;CRISISLEX_C07_SAFETY,1107;CRISISLEX_C07_SAFETY,1652;CRISISLEX_C07_SAFETY,2054;TAX_FNCACT_OFFICIAL,2817;EPU_POLICY_GOVERNMENT,1059;EPU_POLICY_GOVERNMENT,2979;EPU_POLICY_GOVERNMENT,3904;BLOCKADE,2507;SEIGE,2507;TAX_FNCACT_DEMONSTRATORS,455;TAX_FNCACT_DEMONSTRATORS,1265;TAX_FNCACT_DEMONSTRATORS,1942;TAX_FNCACT_DEMONSTRATORS,2457;WB_678_DIGITAL_GOVERNMENT,1361;WB_678_DIGITAL_GOVERNMENT,1721;WB_678_DIGITAL_GOVERNMENT,1857;WB_694_BROADCAST_AND_MEDIA,1361;WB_694_BROADCAST_AND_MEDIA,1721;WB_694_BROADCAST_AND_MEDIA,1857;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,1361;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,1721;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,1857;WB_2448_MILITIA,2107;WB_2445_NON_STATE_SECURITY_ACTORS,2107;UNREST_CRACKDOWN,2774;PROTEST,364;PROTEST,1027;PROTEST,2653;PROTEST,3135;EPU_ECONOMY,1074;EPU_ECONOMY,3857;EPU_ECONOMY,4145;EPU_ECONOMY_HISTORIC,1074;EPU_ECONOMY_HISTORIC,3857;EPU_ECONOMY_HISTORIC,4145;SANCTIONS,3686;TAX_FNCACT_AUTHORITIES,2363;TAX_FNCACT_AUTHORITIES,2526;EPU_POLICY_AUTHORITIES,2363;EPU_POLICY_AUTHORITIES,2526;ARMEDCONFLICT,1161;TAX_ETHNICITY_IRANIANS,4094;AFFECT,279;TAX_FNCACT_POLICE_OFFICER,1115;CRISISLEX_CRISISLEXREC,1115;WOUND,1150;CRISISLEX_T02_INJURED,1150;ACT_FORCEPOSTURE,1661;RELIGION,2006;MOVEMENT_GENERAL,373;MOVEMENT_GENERAL,1036;MOVEMENT_GENERAL,2662;MOVEMENT_GENERAL,2790;MEDIA_MSM,1247;MANMADE_DISASTER_FIRE_TRUCK,1472;USPEC_POLICY1,3065;TAX_ETHNICITY_IRANIAN,749;TAX_ETHNICITY_IRANIAN,882;TAX_ETHNICITY_IRANIAN,1100;TAX_ETHNICITY_IRANIAN,4700;UNEMPLOYMENT,3051;WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE,3051;WB_2670_JOBS,3051;WB_2689_JOBS_DIAGNOSTICS,3051;WB_2747_UNEMPLOYMENT,3051;UNGP_JOB_OPPORTUNITIES_EMPLOYMENT,3051;MANMADE_DISASTER_IMPLIED,1445;UNGP_FORESTS_RIVERS_OCEANS,2635;TAX_FNCACT_UNEMPLOYED,3331;TAX_ETHNICITY_RUSSIAN,4732;TAX_WORLDLANGUAGES_RUSSIAN,4732;ELECTION,2691;TAX_FNCACT_OFFICER,1115;TAX_FNCACT_CHILDREN,4239;WB_2433_CONFLICT_AND_VIOLENCE,485;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,485;UNGP_CRIME_VIOLENCE,485;","4#Ahvaz, Khuzestan, Iran#IR#IR15#31.3203#48.6693#-3052107;1#United States#US#US#39.828175#-98.5795#US;1#Iran#IR#IR#32#53#IR;4#Najafabad, Esfahan, Iran#IR#IR28#31.6424#51.4128#223938;1#Russia#RS#RS#60#100#RS;4#Zanjan, Zanjan, Iran#IR#IR36#36.6736#48.4787#-3088976;4#Rasht, Gilan, Iran#IR#IR08#37.2808#49.5832#-3080876;4#Basij, Fars, Iran#IR#IR07#30.608#53.1874#10467014","4#Ahvaz, Khuzestan, Iran#IR#IR15#40868#31.3203#48.6693#-3052107#4047;1#Russian#RS#RS##60#100#RS#4732;4#Basij, Fars, Iran#IR#IR07#41029#30.608#53.1874#10467014#2079;1#Iranian#IR#IR##32#53#IR#749;1#Iranian#IR#IR##32#53#IR#882;1#Iranian#IR#IR##32#53#IR#1100;1#Iranian#IR#IR##32#53#IR#4700;1#Iran#IR#IR##32#53#IR#5;1#Iran#IR#IR##32#53#IR#98;1#Iran#IR#IR##32#53#IR#408;1#Iran#IR#IR##32#53#IR#1001;1#Iran#IR#IR##32#53#IR#1192;1#Iran#IR#IR##32#53#IR#1336;1#Iran#IR#IR##32#53#IR#1865;1#Iran#IR#IR##32#53#IR#2085;1#Iran#IR#IR##32#53#IR#3621;1#Iran#IR#IR##32#53#IR#3821;1#Iran#IR#IR##32#53#IR#4024;1#Iran#IR#IR##32#53#IR#4039;1#Iran#IR#IR##32#53#IR#4053;1#Iran#IR#IR##32#53#IR#4513;1#Iran#IR#IR##32#53#IR#4569;1#Iran#IR#IR##32#53#IR#4860;4#Zanjan, Zanjan, Iran#IR#IR36#41140#36.6736#48.4787#-3088976#4033;1#American#US#US##39.828175#-98.5795#US#924;4#Rasht, Gilan, Iran#IR#IR08#18255#37.2808#49.5832#-3080876#4018;1#Iranians#IR#IR##32#53#IR#4094;4#Najafabad, Esfahan, Iran#IR#IR28#41107#31.6424#51.4128#223938#1186",arya rahmani;hasan rohani;mahmoud ahmadinejad;rohani hasan,"Arya Rahmani,3207;Hasan Rohani,671;Mahmoud Ahmadinejad,2732;Rohani Hasan,2917",instagram;russian foreign ministry,"Instagram,2582;Russian Foreign Ministry,4749","-7.76583034647551,1.0752688172043,8.84109916367981,9.91636798088411,18.1600955794504,0.3584229390681,786",1#0#0#2009#419;1#0#0#2009#2734,"President Hasan Rohani,702;West Coast,1483;Islamic Republic,2403;Mahmoud Ahmadinejad,2812;Rohani Hasan,2999;Monday Arya Rahmani,3291;Will Have,3598;Russian Foreign Ministry,4831"
